nmot_w,mshfm_w,rl_w,rlsol_w,pvdkds_w,plsol_w,lamsoni_w,lamsbg_w,tikatm_w
2315.25,31.1111,66.5859,74.9531,1265.0,1090.94,0.991212,1.0,705.721
2323.0,32.0278,69.1172,79.7578,1268.05,1157.89,0.986085,1.0,703.904
2324.75,33.5,71.0625,83.0625,1271.05,1203.98,0.978517,1.0,703.904
2333.25,34.75,73.1484,86.3203,1280.2,1249.41,0.972414,1.0,703.904
2325.0,35.2223,75.1641,87.4453,1289.3,1265.04,0.976076,1.0,703.904
2339.75,35.5278,76.0313,87.375,1295.39,1265.74,0.992433,1.0,702.088
2333.5,36.75,77.4141,86.2969,1301.45,1252.81,0.996095,1.0,702.088
2341.25,36.1667,78.0938,73.6406,1310.55,1077.34,1.01319,1.0,702.088
2337.25,34.75,77.5078,46.875,1316.64,1009.8,1.01148,1.0,702.088
2335.0,15.1389,67.0781,18.8438,1286.29,1009.8,1.00513,1.0,700.525
2303.75,22.6945,51.4219,13.5,1286.25,1009.8,0.989992,1.0,700.525
2283.25,17.8333,34.3125,13.5,1261.99,1009.8,0.973634,1.0,700.525
2321.5,21.4445,25.8984,13.5,1231.6,1009.8,0.994875,1.0,700.174
2335.75,16.6945,20.4141,13.5,1204.26,1009.8,1.04199,1.0,700.174
2326.5,19.0556,17.0156,13.5,1183.01,1009.8,1.05444,1.0,700.174
2306.75,15.9167,15.4922,13.5,1161.72,1009.8,1.05884,1.0,700.174
2290.25,15.7778,13.8281,13.5,1140.47,1009.8,1.05005,1.0,700.057
2311.0,14.8611,13.2422,13.5,1125.27,1009.8,1.03003,1.0,700.057
2311.0,12.6667,12.8906,14.25,1116.17,1009.8,1.00513,1.04688,700.057
2297.5,11.0278,12.8906,14.25,1107.03,1009.8,1.00195,1.04688,700.057
2298.5,12.6667,13.1484,14.25,1100.98,1009.8,1.0,1.04688,700.545
2300.0,11.3611,13.2891,14.25,1094.88,1009.8,1.0,1.04688,700.545
2304.5,10.9445,13.3359,14.25,1088.83,1009.8,1.0,1.04688,700.545
2295.75,10.5833,13.4766,14.25,1082.73,1009.8,1.38037,1.04688,700.545
2298.0,11.1389,13.5469,14.25,1079.69,1009.8,1.74805,1.04688,701.033
2293.0,10.8889,13.6406,14.25,1076.68,1009.8,2.27002,1.04688,701.033
2291.25,10.5556,13.6641,14.25,1073.63,1009.8,2.99659,1.04688,701.033
2286.5,9.86112,13.7813,14.25,1070.59,1009.8,3.86207,1.04688,701.033
2282.0,9.61112,13.8984,14.25,1070.55,1009.8,4.00001,1.04688,701.522
2283.0,6.83334,14.0156,14.25,1067.54,1009.8,4.00001,1.04688,701.522
2277.75,9.27779,14.0156,14.25,1064.49,1009.8,4.00001,1.04688,701.522
2270.25,9.00001,14.0156,14.25,1061.48,1009.8,4.00001,1.04688,701.99
2272.25,4.30556,14.0156,14.25,1061.48,1009.8,4.00001,1.04688,701.99
2265.0,5.72223,14.0156,14.25,1061.48,1009.8,4.00001,1.04688,701.99
2262.25,4.52778,13.9453,14.25,1061.45,1009.8,4.00001,1.04688,701.99
2261.5,0.0,13.9219,14.25,1058.44,1009.8,4.00001,1.04688,702.459
2255.0,2.5,13.8281,14.25,1058.44,1009.8,4.00001,1.04688,702.459
2254.5,3.5,13.7344,14.25,1058.44,1009.8,4.00001,1.04688,702.459
2250.5,4.08334,13.7109,14.25,1055.39,1009.8,4.00001,1.04688,702.459
2243.75,3.80556,13.6875,14.25,1055.39,1009.8,4.00001,1.04688,702.908
2242.75,3.33334,13.7344,14.25,1055.39,1009.8,4.00001,1.04688,702.908
2238.0,3.38889,13.7578,14.25,1055.39,1009.8,4.00001,1.04688,702.908
2239.0,2.27778,13.7344,14.25,1052.34,1009.8,4.00001,1.04688,702.908
2233.25,4.27778,13.7813,14.25,1055.35,1009.8,4.00001,1.04688,703.338
2226.75,4.47223,13.8047,14.25,1052.34,1009.8,4.00001,1.04688,703.338
2225.5,3.80556,13.8047,14.25,1052.34,1009.8,4.00001,1.04688,703.338
2223.0,4.11111,13.8047,14.25,1052.34,1009.8,4.00001,1.04688,703.338
2216.5,4.22223,13.8281,14.25,1049.34,1009.8,4.00001,1.04688,703.768
2212.25,4.0,13.8516,14.25,1049.34,1009.8,4.00001,1.04688,703.768
2211.5,4.16667,13.875,14.25,1049.34,1009.8,4.00001,1.04688,703.768
2208.25,4.16667,13.7578,14.25,1049.34,1009.8,4.00001,1.04688,704.178
2203.5,4.44445,13.5938,14.25,1049.34,1009.8,4.00001,1.04688,704.178
2200.25,4.52778,13.5469,14.25,1049.34,1009.8,4.00001,1.04688,704.178
2196.0,4.66667,13.6641,14.25,1049.34,1009.8,4.00001,1.04688,704.178
2194.25,4.72223,13.6875,14.25,1049.34,1009.8,4.00001,1.04688,704.568
2182.75,4.83334,13.6641,14.25,1049.34,1009.8,4.00001,1.04688,704.568
2184.0,5.11112,13.7344,14.25,1049.34,1009.8,4.00001,1.04688,704.568
2187.75,5.22223,13.8281,14.25,1049.34,1009.8,4.00001,1.04688,704.568
2183.0,5.11112,13.8047,14.25,1049.34,1009.8,4.00001,1.04688,704.959
2182.75,5.11112,13.7813,14.25,1049.3,1009.8,4.00001,1.04688,704.959
2179.25,5.13889,13.7344,14.25,1049.3,1009.8,4.00001,1.04688,704.959
2173.0,5.22223,13.7344,14.25,1049.3,1009.77,4.00001,1.04688,705.33
2162.5,5.36112,13.7344,14.25,1046.29,1009.77,4.00001,1.04688,705.33
2170.0,5.27778,13.7578,14.25,1046.29,1009.77,4.00001,1.04688,705.33
2158.0,5.25,13.8047,14.25,1046.29,1009.77,4.00001,1.04688,705.33
2162.25,5.44445,13.8047,14.25,1049.3,1009.77,4.00001,1.04688,705.682
2154.75,5.36112,13.8281,14.25,1046.29,1009.77,4.00001,1.04688,705.682
2147.25,5.30556,13.7813,14.25,1046.29,1009.77,4.00001,1.04688,705.682
2152.5,5.30556,13.8281,14.25,1046.29,1009.77,4.00001,1.04688,705.682
2142.25,5.38889,13.8516,14.25,1049.3,1009.77,4.00001,1.04688,706.053
2136.5,5.36112,13.8984,14.25,1046.29,1009.77,4.00001,1.04688,706.053
2135.0,5.52778,13.9922,14.25,1046.29,1009.77,4.00001,1.04688,706.053
2136.0,5.5,13.9922,14.25,1046.29,1009.77,4.00001,1.04688,706.053
2131.75,5.44445,14.0625,14.25,1046.29,1009.77,4.00001,1.04688,706.385
2128.0,5.5,13.8047,14.25,1046.29,1009.77,4.00001,1.04688,706.385
2123.25,5.5,13.6641,14.25,1049.3,1009.77,4.00001,1.04688,706.385
2122.25,5.52778,13.7109,14.25,1046.29,1009.77,4.00001,1.04688,706.385
2116.5,5.44445,13.6641,14.25,1046.29,1009.77,4.00001,1.04688,706.717
2118.0,5.38889,13.5469,14.25,1049.3,1009.77,4.00001,1.04688,706.717
2113.0,5.33334,13.4297,14.25,1046.29,1009.77,4.00001,1.04688,706.717
2111.0,5.36112,13.2891,14.25,1046.29,1009.77,4.00001,1.04688,706.717
2107.75,5.36112,13.2891,14.25,1046.29,1009.77,4.00001,1.04688,707.029
2103.5,5.38889,13.3359,14.25,1049.3,1009.77,4.00001,1.04688,707.029
2101.0,5.44445,13.4063,14.25,1046.29,1009.77,4.00001,1.04688,707.029
2096.0,5.30556,13.3828,14.25,1046.29,1009.77,4.00001,1.04688,707.322
2092.25,5.25,13.2891,14.25,1046.29,1009.77,4.00001,1.04688,707.322
2088.25,5.36112,13.4063,14.25,1046.29,1009.77,4.00001,1.04688,707.322
2087.0,5.33334,13.4297,14.25,1046.29,1009.77,4.00001,1.04688,707.322
2083.75,5.33334,13.4766,14.25,1046.29,1009.77,4.00001,1.04688,707.615
2085.5,5.44445,13.5234,14.25,1046.29,1009.77,4.00001,1.04688,707.615
2078.0,5.27778,13.5234,14.25,1046.29,1009.77,4.00001,1.04688,707.615
2074.5,5.41667,13.4766,14.25,1046.29,1009.77,4.00001,1.04688,707.615
2066.0,5.36112,13.5,14.25,1046.29,1009.77,4.00001,1.04688,707.908
2070.5,5.27778,13.5,14.25,1046.29,1009.77,4.00001,1.04688,707.908
2060.25,5.38889,13.5234,14.25,1046.29,1009.77,4.00001,1.04688,707.908
2061.0,5.38889,13.5469,14.25,1046.29,1009.77,4.00001,1.04688,708.182
2060.0,5.30556,13.5469,14.25,1046.29,1009.77,4.00001,1.04688,708.182
2046.0,5.30556,13.6406,14.25,1046.29,1009.77,4.00001,1.04688,708.182
2055.25,5.47223,13.6641,14.25,1046.29,1009.77,4.00001,1.04688,708.182
2046.5,5.30556,13.6172,14.25,1046.29,1009.77,4.00001,1.04688,708.455
2050.5,5.27778,13.5703,14.25,1046.29,1009.77,4.00001,1.04688,708.455
2044.25,5.27778,13.5234,14.25,1046.29,1009.77,4.00001,1.04688,708.455
2042.0,5.25,13.5234,14.25,1046.29,1009.77,4.00001,1.04688,708.455
2035.0,5.16667,13.4531,14.25,1046.29,1009.77,4.00001,1.04688,708.709
2036.25,5.27778,13.5234,14.25,1046.29,1009.69,4.00001,1.04688,708.709
2027.25,5.22223,13.5,14.25,1046.29,1009.69,4.00001,1.04688,708.709
2025.75,5.22223,13.5234,14.25,1046.29,1009.69,4.00001,1.04688,708.709
2024.5,5.25,13.5234,14.25,1046.29,1009.69,4.00001,1.04688,708.963
2020.25,5.27778,13.5469,13.5,1046.29,1009.69,4.00001,1.04688,708.963
2026.75,5.30556,13.5938,13.5,1046.29,1009.69,4.00001,1.0,708.963
2037.0,5.13889,13.5234,13.5,1046.29,1009.69,4.00001,0.800782,708.963
2031.5,4.83334,13.1484,13.5,1046.29,1009.69,4.00001,0.800782,709.197
2012.75,4.86111,12.9141,13.5,1046.29,1009.65,4.00001,0.800782,709.197
1998.25,4.66667,12.9375,13.5,1046.25,1009.65,3.64576,0.800782,709.197
1996.0,4.69445,12.7734,13.5,1043.24,1009.65,1.58399,0.800782,709.412
2014.75,4.66667,12.5859,13.5,1043.24,1009.65,1.15332,0.800782,709.412
2015.5,4.69445,12.4688,13.5,1043.24,1009.65,0.997316,0.800782,709.412
2002.75,4.63889,12.375,13.5,1043.24,1009.65,0.919923,0.800782,709.412
1991.25,4.58334,12.3984,13.5,1040.2,1009.65,0.897706,0.800782,709.627
1981.25,4.72223,12.3516,13.5,1043.2,1009.61,0.868654,0.800782,709.627
1999.75,4.69445,12.3516,13.5,1043.2,1009.61,0.854249,0.800782,709.627
2001.75,4.77778,12.5391,13.5,1040.2,1009.53,0.843019,0.800782,709.627
1990.0,4.83334,12.4922,13.5,1043.2,1009.53,0.834718,0.800782,709.822
1976.5,4.83334,12.6094,13.5,1040.2,1009.49,0.833009,0.800782,709.822
1955.75,4.77778,12.7031,13.5,1040.2,1009.49,0.826661,0.800782,709.822
2005.75,4.75,12.75,13.5,1040.2,1009.49,0.820558,0.800782,709.822
1985.75,4.83334,12.75,13.5,1040.2,1009.49,0.824952,0.800782,710.018
1951.0,4.77778,12.7734,13.5,1037.15,1009.49,0.823976,0.800782,710.018
1982.5,4.86111,12.8438,13.5,1037.15,1009.49,0.815187,0.800782,710.018
1978.25,4.77778,12.7734,13.5,1040.16,1009.49,0.808107,0.800782,710.018
1963.75,4.86111,12.8438,13.5,1040.16,1009.49,0.798341,0.800782,710.213
1955.5,4.86111,12.8906,13.5,1037.15,1009.49,0.791505,0.800782,710.213
1961.0,4.75,12.7969,13.5,1037.15,1009.49,0.780763,0.800782,710.213
1959.5,4.77778,12.7969,13.5,1037.15,1009.49,0.776368,0.800782,710.389
1951.5,4.86111,12.7969,13.5,1037.15,1009.49,0.773683,0.800782,710.389
1945.25,4.88889,12.8203,13.5,1037.15,1009.49,0.771974,0.800782,710.389
1952.5,4.80556,12.8438,13.5,1037.15,1009.53,0.770265,1.0,710.389
1946.5,4.80556,12.8203,13.5,1037.15,1009.53,0.770265,1.0,710.564
1943.5,4.77778,12.8672,13.5,1037.11,1009.53,0.771974,1.0,710.564
1932.25,4.75,12.8438,13.5,1037.11,1009.53,0.77295,1.0,710.564
1937.75,4.80556,12.9141,13.5,1037.11,1009.53,0.7959,1.0,710.564
1939.0,4.77778,12.8906,13.5,1037.11,1009.53,0.833742,1.0,710.74
1928.5,4.75,12.8906,13.5,1037.11,1009.45,0.875734,1.0,710.74
1928.25,4.77778,12.9844,13.5,1037.11,1009.45,0.930665,1.0,710.74
1924.75,4.86111,13.0078,13.5,1034.14,1009.45,0.957277,1.0,710.916
1922.5,4.75,12.9844,13.5,1037.11,1009.49,0.969972,1.0,710.916
1915.5,4.72223,12.9609,13.5,1034.14,1009.49,0.984865,1.0,710.916
1909.75,4.77778,13.1016,13.5,1034.14,1009.41,0.983644,1.0,710.916
1914.75,4.5,12.75,13.5,1037.11,1009.41,0.978517,1.0,711.072
1904.5,4.55556,12.7734,13.5,1034.14,1009.41,0.982423,1.0,711.072
1906.0,4.66667,12.7031,13.5,1037.11,1009.41,0.979982,1.0,711.072
1902.75,4.63889,12.6328,13.5,1037.11,1009.41,0.972414,1.0,711.209
1896.5,4.55556,12.6563,13.5,1037.11,1009.41,0.979982,1.0,711.209
1888.25,4.61111,12.75,13.5,1034.14,1009.41,0.998537,1.0,711.209
1884.5,4.58334,12.7734,13.5,1034.14,1009.45,1.0,1.0,711.209
1883.25,4.63889,12.7734,13.5,1037.11,1009.45,1.0,1.0,711.346
1882.0,4.75,12.8203,13.5,1037.11,1009.45,1.0,1.0,711.346
1875.75,4.69445,12.9375,13.5,1037.11,1009.45,1.07666,1.0,711.346
1882.0,4.58334,12.8438,13.5,1037.11,1009.45,1.07007,1.0,711.346
1877.5,4.63889,12.8906,13.5,1037.11,1009.45,1.07886,1.0,711.482
1868.25,4.58334,12.8906,13.5,1037.11,1009.45,1.06104,1.0,711.482
1871.75,4.61111,12.8906,13.5,1037.11,1009.45,1.04199,1.0,711.482
1864.0,4.61111,12.8906,13.5,1037.11,1009.45,1.02002,1.0,711.482
1861.75,4.55556,12.9375,13.5,1037.11,1009.45,1.01319,1.0,711.619
1858.75,4.47223,12.8672,13.5,1034.14,1009.45,1.00513,1.0,711.619
1851.25,4.52778,12.9609,13.5,1037.11,1009.45,0.984865,1.0,711.619
1856.5,4.55556,12.8672,13.5,1034.14,1009.45,0.979982,1.0,711.736
1846.25,4.55556,12.9609,13.5,1037.11,1009.45,0.978517,1.0,711.736
1853.5,4.5,12.7969,13.5,1037.11,1009.45,0.977296,1.0,711.736
1837.0,4.5,12.8203,13.5,1037.11,1009.41,0.997316,1.0,711.736
1849.0,4.58334,12.8906,13.5,1037.11,1009.41,1.01148,1.0,711.854
1828.0,4.58334,12.8906,13.5,1037.11,1009.41,1.03003,1.0,711.854
1838.0,4.47223,12.8203,13.5,1034.14,1009.41,1.03198,1.0,711.854
1833.0,4.5,12.7969,13.5,1037.11,1009.41,1.02783,1.0,711.854
1827.25,4.44445,12.7734,13.5,1034.14,1009.41,1.02002,1.0,711.971
1822.0,4.52778,12.8438,13.5,1034.14,1009.41,1.0166,1.0,711.971
1834.5,4.61111,12.9141,13.5,1034.14,1009.41,1.00513,1.0,711.971
1819.5,4.30556,12.8906,13.5,1034.14,1009.38,0.991212,1.0,711.971
1815.75,4.38889,12.7266,13.5,1034.14,1009.38,1.0,1.0,712.068
1816.5,4.38889,12.6797,13.5,1037.11,1009.34,0.994875,1.0,712.068
1803.75,4.30556,12.7031,13.5,1034.14,1009.34,0.984865,1.0,712.068
1806.0,4.41667,12.7031,13.5,1034.14,1009.34,0.978517,1.0,712.166
1799.5,4.44445,12.7031,13.5,1034.14,1009.34,0.988527,1.0,712.166
1795.75,4.41667,12.7734,13.5,1034.14,1009.34,0.993654,1.0,712.166
1783.5,4.41667,12.7969,13.5,1034.14,1009.34,1.01831,1.0,712.166
1787.75,4.5,12.8438,13.5,1034.14,1009.34,1.0166,1.0,712.264
1764.5,4.38889,12.9141,13.5,1034.14,1009.34,1.03003,1.0,712.264
1775.5,4.38889,12.9375,13.5,1037.11,1009.34,1.05664,1.0,712.264
1769.25,4.5,12.9609,13.5,1034.14,1009.34,1.06543,1.0,712.264
1750.0,4.41667,13.0781,13.5,1034.14,1009.34,1.05225,1.0,712.361
1755.75,4.5,13.0781,13.5,1037.11,1009.3,1.04199,1.0,712.361
1740.0,4.41667,13.1719,13.5,1034.14,1009.3,1.03394,1.0,712.361
1737.25,4.47223,13.2891,13.5,1034.14,1009.26,1.01319,1.0,712.439
1732.0,4.47223,13.3359,13.5,1034.14,1009.26,1.00195,1.0,712.439
1713.0,4.36111,13.3359,13.5,1034.14,1009.26,0.987306,1.0,712.439
1704.25,4.38889,13.4063,13.5,1034.14,1009.26,0.984865,1.0,712.439
1699.75,4.30556,13.4063,13.5,1034.14,1009.26,0.976076,1.0,712.518
1696.5,4.36111,13.3594,13.5,1034.14,1009.26,0.963625,1.0,712.518
1676.5,4.27778,13.3828,13.5,1034.14,1009.26,0.954835,1.0,712.518
1670.0,4.22223,13.3125,13.5,1037.11,1009.26,0.952394,1.0,712.518
1662.5,4.19445,13.2656,13.5,1034.14,1009.26,0.968507,1.0,712.576
1652.5,4.19445,13.2422,13.5,1034.14,1009.26,0.984865,1.0,712.576
1649.0,4.02778,13.1484,13.5,1034.14,1009.26,0.983644,1.0,712.576
1608.5,4.05556,13.0781,13.5,1034.14,1009.3,0.988527,1.0,712.576
1572.25,4.05556,13.1016,13.5938,1034.14,1009.3,0.993654,1.0,712.654
1489.0,4.02778,13.3125,15.0234,1034.14,1009.22,0.997316,1.0,712.654
1449.5,3.91667,13.3594,16.0781,1034.14,1009.22,1.0,1.0,712.654
1417.5,4.30556,13.6875,16.6875,1034.14,1009.18,1.01489,1.0,712.654
1373.75,4.55556,14.5547,16.7109,1034.14,1009.18,1.0083,1.0,712.713
1346.0,4.66667,15.1875,17.3672,1034.14,1009.18,1.00513,1.0,712.713
1329.5,4.61111,15.7734,16.875,1034.14,1009.18,0.998537,1.0,712.713
1293.25,4.16667,16.3594,17.2031,1034.14,1009.18,0.993654,1.0,712.771
1273.5,4.19445,16.4766,17.6484,1034.14,1009.22,0.993654,1.0,712.771
1251.0,4.16667,16.7109,17.1328,1034.14,1009.22,0.994875,1.0,712.771
1257.5,4.05556,16.9453,17.1094,1031.09,1009.22,0.996095,1.0,712.771
1286.25,3.94445,16.8047,16.0313,1031.09,1009.22,0.997316,1.0,712.811
1316.25,3.91667,16.7109,13.875,1034.1,1009.22,1.0,1.0,712.811
1358.0,2.80556,15.8672,13.5,1034.1,1009.22,1.0,1.0,712.811
1441.75,2.55556,14.5313,13.5,1034.1,1009.22,1.00342,1.0,712.811
1500.5,2.63889,13.9688,13.5,1034.1,1009.22,1.00659,1.0,712.869
1605.75,3.22222,13.4531,14.0391,1034.1,1009.22,0.996095,1.0,712.869
1705.25,3.66667,13.1016,13.5,1034.1,1009.22,0.987306,1.0,712.869
1806.75,4.13889,13.0078,13.5,1031.09,1009.18,0.976076,1.0,712.869
1898.25,4.19445,12.8672,13.5,1031.09,1009.18,0.959962,1.0,712.908
1873.75,4.58334,12.9375,13.5,1034.1,1009.18,0.966066,1.0,712.908
1835.0,4.72223,13.1719,13.5,1031.09,1009.18,0.963625,1.0,712.908
1828.5,4.77778,13.4297,13.5,1034.1,1009.18,0.953615,1.0,712.967
1846.75,4.75,13.5703,13.5,1034.1,1009.14,0.949953,1.0,712.967
1836.25,4.66667,13.5469,13.5,1034.1,1009.14,0.957277,1.0,712.967
1815.0,4.58334,13.5469,13.5,1034.1,1009.1,0.976076,1.0,712.967
1808.0,4.58334,13.6172,13.5,1034.1,1009.1,1.04199,1.0,713.006
1811.0,4.36111,13.5234,13.5,1034.1,1009.06,1.05005,1.0,713.006
1784.0,4.41667,13.4766,13.5,1034.1,1009.06,1.08106,1.0,713.006
1785.75,4.44445,13.4297,13.5,1034.1,1008.98,1.07886,1.0,713.006
1784.0,4.44445,13.4297,13.5,1034.1,1008.98,1.10352,1.0,713.045
1764.25,4.38889,13.5,13.5,1034.1,1009.02,1.10132,1.0,713.045
1758.25,4.41667,13.5234,13.5,1034.1,1009.02,1.07227,1.0,713.045
1759.0,4.47223,13.5703,13.5,1034.1,1008.95,1.0459,1.0,713.045
1738.5,4.44445,13.6406,13.5,1034.1,1008.95,1.04199,1.0,713.064
1734.0,4.41667,13.6172,13.5,1034.1,1008.91,1.02783,1.0,713.064
1731.75,4.41667,13.5234,13.5,1034.1,1008.91,1.01148,1.0,713.064
1708.0,4.41667,13.4063,13.5,1034.1,1008.87,1.01319,1.0,713.064
1701.25,4.38889,13.3594,13.5,1034.1,1008.87,1.01831,1.0,713.104
1695.0,4.30556,13.3359,13.5,1034.1,1008.87,1.01831,1.0,713.104
1677.25,4.38889,13.3828,13.5,1034.1,1008.87,1.02393,1.0,713.104
1669.0,4.36111,13.4297,13.5,1034.1,1008.87,1.04785,1.0,713.104
1640.75,4.19445,13.3828,13.5,1034.1,1008.87,1.07007,1.0,713.123
1644.0,4.16667,13.3125,13.5,1034.1,1008.91,1.08545,1.0,713.123
1632.0,4.13889,13.2891,13.5,1034.1,1008.91,1.07007,1.0,713.123
1602.5,4.16667,13.2891,13.5,1034.1,1008.91,1.07886,1.0,713.123
1595.25,4.05556,13.2656,13.5,1034.1,1008.91,1.05444,1.0,713.123
1586.0,3.97223,13.2656,13.5,1034.1,1008.91,1.03589,1.0,713.123
1574.5,4.0,13.2188,13.5,1034.1,1008.95,1.02783,1.0,713.123
1548.25,3.88889,13.1953,13.5,1037.11,1008.95,1.04004,1.0,713.143
1539.75,3.77778,13.125,13.5,1034.14,1008.95,1.03589,1.0,713.143
1528.25,3.80556,13.0547,13.5,1034.14,1008.95,1.0166,1.0,713.143
1499.0,3.80556,13.0313,13.5,1034.14,1008.91,1.00195,1.0,713.143
1492.75,3.58334,12.9375,13.5,1034.14,1008.91,0.983644,1.0,713.143
1485.75,3.55556,12.8203,13.5,1034.14,1008.83,0.981203,1.0,713.143
1487.0,3.55556,12.75,13.5,1034.14,1008.83,0.974855,1.0,713.143
1489.75,3.61111,12.7266,13.5,1034.14,1008.87,0.982423,1.0,713.143
1483.25,3.58334,12.7031,13.5,1034.14,1008.79,0.991212,1.0,713.162
1479.5,3.55556,12.6797,13.5,1034.14,1008.79,1.0,1.0,713.162
1471.5,3.58334,12.7031,13.5,1034.14,1008.83,1.0166,1.0,713.162
1458.25,3.61111,12.7734,13.5,1034.14,1008.83,1.0166,1.0,713.162
1455.5,3.5,12.75,13.5,1031.09,1008.83,1.01489,1.0,713.162
1453.0,3.52778,12.8672,13.5,1031.09,1008.83,1.01001,1.0,713.162
1472.0,3.52778,12.75,15.1875,1034.1,1008.79,1.00342,1.0,713.162
1469.25,3.58334,12.6328,16.5469,1034.1,1008.79,0.991212,1.0,713.162
1451.5,3.72223,12.7031,23.0859,1031.09,1008.75,0.993654,1.0,713.162
1443.25,5.02778,13.6172,30.9609,1031.09,1008.75,0.991212,1.0,713.162
1437.25,8.61112,17.7656,39.9609,1031.05,1008.71,0.984865,1.0,713.162
1472.5,14.4722,26.2969,45.3516,1025.0,1008.71,0.978517,1.0,713.162
1508.25,17.4167,33.5391,49.9219,1021.99,1008.71,0.977296,1.0,713.162
1520.75,19.9167,43.5469,54.7734,1021.99,1008.67,0.964845,1.0,713.162
1409.5,19.0278,52.125,61.2188,1021.99,1008.67,0.87671,1.0,713.064
1481.25,19.6945,57.8672,59.25,1024.96,1008.63,0.818849,1.0,713.064
1493.5,19.5556,60.1172,60.2109,1028.01,1008.63,0.823243,1.0,713.064
1434.5,19.4167,63.0703,65.1797,1034.1,1008.55,0.8584,1.0,713.064
1457.25,20.25,64.7813,67.2891,1037.11,1008.55,0.890382,1.0,712.791
1484.5,19.9167,65.7891,67.2188,1046.25,1008.59,0.912355,1.0,712.791
1465.0,19.8889,66.5391,69.2109,1052.3,1016.88,0.941408,1.0,712.791
1466.75,20.0278,67.3594,71.4375,1058.4,1048.79,0.940187,1.0,712.791
1486.25,20.6389,68.1328,71.5547,1064.45,1049.45,0.930665,1.0,712.303
1475.25,20.4722,68.7656,73.3828,1073.59,1074.92,0.934328,1.0,712.303
1478.25,20.0833,68.8828,74.4844,1082.7,1090.63,0.942628,1.0,712.303
1500.5,21.0556,69.7969,74.2266,1091.8,1085.78,0.943849,1.0,711.6
1491.75,21.3056,70.4063,75.5391,1097.89,1103.98,0.946291,1.0,711.6
1500.75,21.1389,71.0391,76.9688,1103.98,1121.84,0.956056,1.0,711.6
1513.5,21.3611,71.2969,79.6875,1110.04,1159.06,0.978517,1.0,711.6
1506.25,21.8334,71.8359,81.4219,1116.13,1182.3,0.987306,1.0,710.721
1509.75,22.6389,72.7734,84.0703,1122.19,1219.45,1.00195,1.0,710.721
1527.0,23.3334,73.8984,86.3203,1128.28,1249.02,1.01319,1.0,710.721
1523.25,22.9722,74.5781,88.6641,1134.34,1278.59,1.03394,1.0,710.721
1538.75,23.5834,75.375,90.1875,1140.43,1289.65,1.03394,1.0,709.588
1539.25,24.3056,76.3125,91.1484,1146.48,1304.69,1.02002,1.0,709.588
1541.5,25.1389,77.6484,92.3672,1149.53,1319.65,1.02197,1.0,709.588
1550.25,25.7778,78.3047,91.8047,1155.63,1326.48,1.01148,1.0,709.588
1554.25,25.6667,79.6875,92.9063,1164.73,1340.31,1.01148,1.0,708.182
1554.5,25.0278,79.9453,94.0313,1167.77,1366.45,1.00513,1.0,708.182
1567.0,24.9722,80.3672,94.0078,1176.88,1361.48,1.02197,1.0,708.182
1575.25,25.8611,81.1406,94.5234,1182.97,1369.1,1.02588,1.0,708.182
1570.0,25.75,81.8672,95.7188,1195.12,1383.36,1.02393,1.0,706.541
1586.25,26.5,82.4766,95.4141,1201.17,1377.46,1.03198,1.0,706.541
1594.25,26.2222,82.875,96.2813,1204.22,1389.18,1.03003,1.0,706.541
1598.0,26.5,83.2969,98.0391,1210.31,1410.35,1.02002,1.0,706.541
1600.5,26.5556,83.6484,98.4609,1222.46,1412.46,1.01148,1.0,704.705
1613.25,26.8611,84.2109,98.2031,1228.52,1407.62,1.01148,1.0,704.705
1617.75,27.6111,84.7734,99.1406,1234.61,1419.69,1.01148,1.0,704.705
1628.5,27.1667,85.1719,100.055,1237.66,1431.6,1.00659,1.0,702.635
1622.5,27.4167,85.5938,100.453,1246.76,1435.66,0.998537,1.0,702.635
1638.25,27.4445,85.6172,101.297,1249.8,1447.54,1.00513,1.0,702.635
1642.5,27.8334,86.2969,100.992,1255.86,1442.11,0.994875,1.0,702.635
1662.0,27.9167,86.7422,101.203,1265.0,1443.71,0.997316,1.0,700.408
1653.0,28.1111,86.9531,102.586,1271.05,1458.67,0.996095,1.0,700.408
1670.0,28.2778,87.1406,102.586,1277.15,1457.73,0.991212,1.0,700.408
1668.75,28.6945,87.8438,103.195,1277.15,1464.53,0.987306,1.0,700.408
1688.75,29.3611,88.125,102.938,1286.29,1459.84,0.988527,1.0,698.104
1680.5,29.8334,88.875,104.109,1292.34,1475.16,0.994875,1.0,698.104
1702.75,29.9167,88.9688,103.945,1298.4,1472.3,0.998537,1.0,698.104
1704.5,29.5278,89.4141,104.531,1304.49,1478.52,0.998537,1.0,695.643
1715.5,30.4445,89.7422,105.211,1304.53,1487.97,0.994875,1.0,695.643
1719.25,29.9722,89.9766,105.164,1313.59,1485.74,0.994875,1.0,695.643
1726.75,30.3611,90.1406,106.688,1319.69,1506.02,0.997316,1.0,695.643
1738.75,31.6389,90.7734,106.641,1319.69,1504.38,1.00513,1.0,693.162
1741.25,31.0,91.3594,107.203,1325.74,1509.45,0.991212,1.0,693.162
1748.25,31.0556,91.0781,107.273,1325.78,1518.05,0.986085,1.0,693.162
1751.25,31.6389,91.6641,108.516,1334.88,1533.79,0.979982,1.0,693.162
1767.25,32.2222,92.2031,108.539,1340.94,1531.02,0.986085,1.0,690.662
