nmot_w,mshfm_w,rl_w,rlsol_w,pvdkds_w,plsol_w,lamsoni_w,lamsbg_w,tikatm_w
3185.75,6.80556,12.5391,13.5,1058.4,1009.96,4.00001,1.04688,845.916
3184.25,7.13889,12.5156,13.5,1055.39,1009.96,4.00001,1.04688,845.916
3132.5,7.13889,12.7266,13.5,1055.39,1009.96,4.00001,1.04688,845.916
3150.0,7.13889,12.8438,13.5,1055.35,1009.96,4.00001,1.04688,845.916
3131.5,7.16667,12.7266,13.5,1055.35,1009.96,4.00001,1.04688,845.916
3090.5,6.91667,12.7734,13.5,1055.35,1009.96,4.00001,1.04688,845.916
3088.75,6.94445,12.7734,13.5,1055.35,1009.96,4.00001,1.04688,845.916
3070.75,6.55556,12.7031,13.5,1052.34,1009.96,4.00001,1.04688,845.916
3052.75,6.77778,12.6563,13.5,1052.34,1009.96,4.00001,1.04688,845.916
3055.25,6.55556,12.6563,13.5,1052.34,1009.96,4.00001,1.04688,845.916
3033.75,6.69445,12.6797,13.5,1052.34,1009.96,4.00001,1.04688,845.896
3015.25,6.44445,12.75,14.25,1052.34,1009.96,4.00001,1.04688,845.896
2998.25,6.61112,12.75,14.25,1052.34,1009.96,4.00001,1.04688,845.896
2972.0,6.69445,12.2109,14.25,1052.34,1009.96,4.00001,1.04688,845.896
2960.0,6.77778,12.1172,14.25,1052.34,1009.96,4.00001,1.04688,845.857
2955.0,6.88889,12.0938,14.25,1052.34,1009.96,4.00001,1.04688,845.857
2929.75,6.97223,12.375,14.25,1049.34,1009.96,4.00001,1.04688,845.857
2921.5,7.11112,12.5859,14.25,1049.34,1009.96,4.00001,1.04688,845.857
2895.75,7.02778,12.5625,14.25,1052.3,1009.96,4.00001,1.04688,845.818
2881.25,6.83334,12.6094,14.25,1049.34,1009.96,4.00001,1.04688,845.818
2856.0,6.91667,12.6328,14.25,1049.34,1009.96,4.00001,1.04688,845.818
2842.75,6.91667,12.5391,14.25,1049.34,1009.96,4.00001,1.04688,845.779
2832.5,6.83334,12.6563,14.25,1049.34,1009.96,4.00001,1.04688,845.779
2811.75,6.55556,12.5156,14.25,1049.34,1009.96,4.00001,1.04688,845.779
2788.25,6.72223,12.4688,14.25,1049.34,1009.96,4.00001,1.04688,845.779
2777.5,6.52778,12.3047,14.25,1049.34,1009.96,4.00001,1.04688,845.72
2753.25,6.52778,12.3047,14.25,1052.3,1009.96,4.00001,1.04688,845.72
2744.5,6.44445,12.4453,14.25,1049.34,1009.96,4.00001,1.04688,845.72
2734.5,6.33334,12.3281,14.25,1049.34,1009.96,4.00001,1.04688,845.72
2720.5,6.44445,12.4219,14.25,1049.34,1009.96,4.00001,1.04688,845.642
2710.5,6.33334,12.3516,14.25,1049.34,1009.96,4.00001,1.04688,845.642
2693.25,6.44445,12.3516,14.25,1049.34,1009.96,4.00001,1.04688,845.642
2679.75,6.22223,12.3516,14.25,1049.34,1009.96,4.00001,1.04688,845.584
2669.75,6.50001,12.3984,14.25,1049.34,1009.96,4.00001,1.04688,845.584
2661.25,6.19445,12.4219,14.25,1049.34,1009.96,4.00001,1.04688,845.584
2646.75,6.50001,12.5156,14.25,1049.34,1009.96,4.00001,1.04688,845.584
2635.5,6.33334,12.5391,14.25,1052.3,1009.96,4.00001,1.04688,845.506
2630.25,6.19445,12.5391,14.25,1049.34,1009.96,4.00001,1.04688,845.506
2620.5,6.30556,12.5391,14.25,1049.34,1009.96,4.00001,1.04688,845.506
2623.25,6.36112,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,845.506
2613.5,6.36112,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,845.408
2614.5,6.19445,12.5625,14.25,1049.34,1009.92,4.00001,1.04688,845.408
2596.75,6.02778,12.4688,14.25,1052.3,1009.92,4.00001,1.04688,845.408
2588.75,6.02778,12.3281,14.25,1049.34,1009.92,4.00001,1.04688,845.408
2581.75,5.88889,12.3281,14.25,1049.34,1009.92,4.00001,1.04688,845.31
2571.5,6.05556,12.3047,14.25,1049.34,1009.92,4.00001,1.04688,845.31
2571.75,6.05556,12.3047,14.25,1049.34,1009.92,4.00001,1.04688,845.31
2564.5,5.97223,12.2813,14.25,1052.3,1009.92,4.00001,1.04688,845.213
2558.75,6.22223,12.3984,14.25,1049.34,1009.92,4.00001,1.04688,845.213
2555.0,6.25,12.4688,14.25,1049.34,1009.92,4.00001,1.04688,845.213
2549.25,6.22223,12.4688,14.25,1049.34,1009.92,4.00001,1.04688,845.213
2541.5,6.05556,12.4453,14.25,1049.34,1009.92,4.00001,1.04688,845.095
2540.75,6.13889,12.3281,14.25,1052.3,1009.92,4.00001,1.04688,845.095
2537.5,6.02778,12.4219,14.25,1052.3,1009.92,4.00001,1.04688,845.095
2531.5,6.11112,12.5625,14.25,1049.34,1009.92,4.00001,1.04688,845.095
2525.0,6.0,12.5391,14.25,1052.3,1009.92,4.00001,1.04688,844.978
2517.75,5.77778,12.5391,14.25,1049.34,1009.92,4.00001,1.04688,844.978
2510.25,5.86112,12.4922,14.25,1049.34,1009.92,4.00001,1.04688,844.978
2506.75,6.13889,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,844.978
2498.0,6.05556,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,844.841
2496.5,5.97223,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,844.841
2494.5,5.97223,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,844.841
2489.25,6.05556,12.5625,14.25,1052.3,1009.92,4.00001,1.04688,844.705
2479.25,5.91667,12.75,14.25,1049.34,1009.92,4.00001,1.04688,844.705
2474.75,5.86112,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,844.705
2469.25,5.91667,12.5391,14.25,1049.34,1009.92,4.00001,1.04688,844.705
2466.25,5.83334,12.5391,14.25,1049.34,1009.92,4.00001,1.04688,844.568
2464.25,5.77778,12.4453,14.25,1049.34,1009.92,4.00001,1.04688,844.568
2460.0,5.75,12.4219,14.25,1049.34,1009.92,4.00001,1.04688,844.568
2450.0,6.02778,12.4453,14.25,1052.3,1009.92,4.00001,1.04688,844.568
2448.5,5.88889,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,844.412
2444.0,5.77778,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,844.412
2439.0,5.75,12.5625,14.25,1052.3,1009.92,4.00001,1.04688,844.412
2434.5,5.80556,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,844.412
2429.0,5.55556,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,844.256
2424.5,5.72223,12.3984,14.25,1049.34,1009.92,4.00001,1.04688,844.256
2424.25,5.86112,12.5391,14.25,1052.3,1009.92,4.00001,1.04688,844.256
2415.75,5.88889,12.7266,14.25,1049.34,1009.92,4.00001,1.04688,844.256
2411.25,5.83334,12.6328,14.25,1052.3,1009.92,4.00001,1.04688,844.08
2406.0,5.94445,12.6563,14.25,1049.34,1009.92,4.00001,1.04688,844.08
2404.0,5.72223,12.7031,14.25,1049.34,1009.92,4.00001,1.04688,844.08
2396.5,5.97223,12.7734,14.25,1049.34,1009.92,4.00001,1.04688,844.08
2396.75,5.72223,12.7266,14.25,1049.34,1009.92,4.00001,1.04688,843.904
2390.25,5.91667,12.75,14.25,1049.34,1009.92,4.00001,1.04688,843.904
2387.75,5.66667,12.5391,14.25,1049.34,1009.92,4.00001,1.04688,843.904
2380.0,5.55556,12.5625,14.25,1049.34,1009.92,4.00001,1.04688,843.728
2380.0,5.55556,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.728
2373.75,5.69445,12.5391,14.25,1049.34,1009.92,4.00001,1.04688,843.728
2370.25,5.61112,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.728
2363.25,5.77778,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.552
2361.25,5.58334,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,843.552
2353.75,5.69445,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,843.552
2351.25,5.52778,12.5625,14.25,1049.34,1009.92,4.00001,1.04688,843.552
2347.5,5.55556,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.357
2341.25,5.58334,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.357
2336.25,5.47223,12.5156,14.25,1049.34,1009.92,4.00001,1.04688,843.357
2335.5,5.52778,12.5859,14.25,1049.34,1009.92,4.00001,1.04688,843.357
2328.5,5.61112,12.6094,14.25,1049.34,1009.92,4.00001,1.04688,843.162
2319.75,5.61112,12.6563,14.25,1049.34,1009.92,4.00001,1.04688,843.162
2320.25,5.61112,12.7266,14.25,1049.34,1009.92,4.00001,1.04688,843.162
2316.0,5.69445,12.75,14.25,1049.34,1009.92,4.00001,1.04688,842.947
2310.5,5.69445,12.7969,14.25,1049.34,1009.92,4.00001,1.04688,842.947
2309.5,5.80556,12.8672,14.25,1049.34,1009.92,4.00001,1.04688,842.947
2303.25,5.72223,12.8906,14.25,1049.34,1009.92,4.00001,1.04688,842.947
2298.25,5.55556,12.8438,14.25,1049.34,1009.92,4.00001,1.04688,842.732
2295.25,5.58334,12.75,14.25,1049.34,1009.92,4.00001,1.04688,842.732
2294.5,5.69445,12.8203,14.25,1049.34,1009.92,4.00001,1.04688,842.732
2285.75,5.55556,12.7969,14.25,1049.34,1009.92,4.00001,1.04688,842.732
2281.25,5.80556,12.9375,14.25,1049.34,1009.92,4.00001,1.04688,842.517
2279.5,5.5,12.9609,14.25,1049.34,1009.92,4.00001,1.04688,842.517
2269.5,5.63889,12.8906,14.25,1049.34,1009.92,4.00001,1.04688,842.517
2270.5,5.72223,13.0781,14.25,1046.29,1009.92,4.00001,1.04688,842.517
2268.25,5.55556,13.0078,14.25,1049.3,1009.92,4.00001,1.04688,842.283
2259.5,5.63889,12.9609,14.25,1049.3,1009.92,4.00001,1.04688,842.283
2260.0,5.5,12.9375,14.25,1049.3,1009.92,4.00001,1.04688,842.283
2258.0,5.52778,12.8906,14.25,1049.3,1009.92,4.00001,1.04688,842.048
2248.25,5.52778,12.8438,14.25,1049.3,1009.92,4.00001,1.04688,842.048
2249.25,5.52778,12.8672,14.25,1049.3,1009.92,4.00001,1.04688,842.048
2245.25,5.63889,12.9375,14.25,1049.3,1009.88,4.00001,1.04688,842.048
2238.5,5.52778,12.9609,14.25,1049.3,1009.88,4.00001,1.04688,841.814
2238.75,5.63889,12.9844,14.25,1049.3,1009.88,4.00001,1.04688,841.814
2231.25,5.41667,12.9609,14.25,1046.29,1009.88,4.00001,1.04688,841.814
2227.5,5.55556,13.0078,14.25,1049.3,1009.88,4.00001,1.04688,841.814
2227.0,5.66667,13.0781,13.5,1049.3,1009.88,4.00001,1.04688,841.56
2223.75,5.52778,12.9844,13.5,1049.3,1009.88,4.00001,1.0,841.56
2253.5,4.72223,12.5391,13.5,1049.3,1009.88,4.00001,1.0,841.56
2242.75,4.66667,11.7422,13.5,1049.3,1009.88,4.00001,0.800782,841.326
2232.5,4.97223,11.7422,13.5,1049.3,1009.88,4.00001,0.800782,841.326
2199.0,5.08334,12.0,13.9922,1046.29,1009.88,1.78491,0.800782,841.326
2190.75,4.94445,12.0,14.8828,1046.29,1009.88,1.29004,0.800782,841.326
2181.75,5.05556,12.1406,15.8438,1046.25,1009.88,1.08765,0.800782,841.091
2192.75,6.02778,12.7734,16.6641,1046.25,1009.88,0.974855,0.800782,841.091
2215.25,6.22223,13.4063,17.6719,1043.24,1009.88,0.935304,0.800782,841.091
2220.75,6.38889,13.9922,19.0313,1043.24,1009.88,0.905031,0.802736,841.091
2219.75,6.80556,14.7188,20.1094,1043.24,1009.88,0.891359,0.802736,840.799
2206.5,7.77778,15.7266,21.2813,1043.24,1009.88,0.874757,0.802736,840.799
2199.25,9.52779,17.8359,21.8438,1040.2,1009.88,0.854249,0.802736,840.799
2186.0,9.91667,20.2031,22.1719,1040.2,1009.88,0.835451,0.804689,840.799
2188.5,9.47223,21.0469,22.6172,1040.2,1009.88,0.820558,0.804689,840.31
2194.75,9.33334,21.5625,23.6484,1040.2,1009.88,0.802003,0.806642,840.31
2183.75,9.6389,22.125,24.3984,1040.2,1009.88,0.762208,0.806642,840.31
2182.0,10.1389,22.7344,25.1953,1040.2,1009.88,0.750001,0.808595,840.31
2189.25,10.8333,23.6719,25.6641,1040.2,1009.88,0.750001,0.808595,839.705
2186.0,11.3611,25.0313,26.4375,1040.16,1009.88,0.750001,0.808595,839.705
2177.5,11.5278,25.9219,26.2969,1037.15,1009.88,0.755128,0.808595,839.705
2183.5,11.8889,27.1172,26.1563,1037.15,1009.88,0.769288,0.810548,839.705
2183.25,11.9722,27.4688,26.8594,1040.16,1009.88,0.776368,0.810548,838.865
2177.25,11.8611,27.8672,27.8906,1040.16,1009.88,0.779054,1.0,838.865
2175.5,11.8056,28.0781,31.4766,1040.16,1009.88,0.786134,1.0,838.865
2174.75,13.5278,28.8516,39.375,1040.16,1009.88,0.816896,1.0,837.927
2180.0,19.25,34.0781,43.7813,1031.09,1009.88,0.873536,1.0,837.927
2200.25,22.6389,39.7031,43.4766,1028.05,1009.88,0.940187,1.0,837.927
2236.75,21.6945,44.1563,42.1875,1031.05,1009.88,0.958498,1.0,837.927
2148.75,21.4167,46.7578,43.1016,1037.11,1009.88,0.917726,1.0,835.701
2174.25,21.0834,47.9063,42.6094,1046.25,1009.88,0.904054,1.0,835.701
2184.25,21.7222,48.7031,42.4688,1052.3,1009.88,0.927003,1.0,835.701
2171.0,22.1667,49.875,42.7969,1061.45,1009.88,0.928224,1.0,835.701
2186.25,21.5278,50.0156,42.4453,1067.5,1009.88,0.947511,1.0,832.927
2177.0,21.5,50.0391,42.6563,1073.59,1009.88,0.957277,1.0,832.927
2178.75,21.3056,50.0156,42.6563,1079.65,1009.88,0.959962,1.0,832.927
2178.75,19.6389,48.3047,42.7031,1085.74,1009.88,0.968507,1.0,832.927
2181.25,19.5833,47.4844,42.8438,1088.79,1009.88,0.978517,1.0,830.056
2182.75,18.4167,45.6797,42.7266,1091.8,1009.88,0.998537,1.0,830.056
2179.5,18.5278,45.0703,42.9375,1091.8,1009.88,1.00659,1.0,830.056
2187.75,18.2778,44.7891,42.8203,1091.8,1009.88,1.02588,1.0,830.056
2181.75,17.4445,43.5938,43.1484,1091.84,1009.88,1.03784,1.0,827.302
2185.5,18.0,43.5938,43.2188,1088.83,1009.88,1.03198,1.0,827.302
2184.75,18.1389,43.4531,43.125,1091.8,1009.88,1.03784,1.0,827.302
2183.75,17.9722,43.5469,43.1719,1088.83,1009.88,1.02393,1.0,824.568
2189.5,17.8333,43.3828,43.0781,1088.83,1009.88,1.00513,1.0,824.568
2185.0,17.9167,43.0547,43.1953,1088.83,1009.88,0.992433,1.0,824.568
2188.5,17.7778,42.9609,43.125,1088.83,1009.88,0.986085,1.0,824.568
2184.75,17.9722,43.1484,43.2422,1088.79,1009.88,0.986085,1.0,821.717
2189.5,17.7778,43.0547,43.2188,1088.79,1009.88,0.984865,1.0,821.717
2193.5,18.1111,43.1484,43.125,1085.78,1009.88,0.986085,1.0,821.717
2191.5,18.0833,43.125,43.2188,1085.78,1009.88,0.987306,1.0,821.717
2190.5,17.8889,42.9609,43.1016,1088.79,1009.88,0.998537,1.0,818.787
2193.0,18.0556,42.9609,43.1484,1085.78,1009.88,1.0083,1.0,818.787
2193.25,18.1945,42.9844,43.125,1085.78,1009.88,1.0083,1.0,818.787
2193.0,18.4167,43.0781,43.1719,1082.73,1009.88,1.01148,1.0,815.779
2198.5,18.1945,43.0547,43.1016,1085.74,1009.88,1.01001,1.0,815.779
2194.5,17.7778,43.1484,43.1953,1085.74,1009.88,1.00659,1.0,815.779
2196.75,18.2222,43.125,43.0781,1085.74,1009.88,1.00513,1.0,815.779
2199.5,17.7778,43.1016,43.125,1085.74,1009.88,0.993654,1.0,812.674
2193.5,18.1111,43.1016,43.125,1085.74,1009.88,0.989992,1.0,812.674
2201.0,17.9722,43.0313,43.0547,1085.74,1009.88,0.988527,1.0,812.674
2202.0,17.8333,42.9141,43.3594,1085.74,1009.88,0.994875,1.0,812.674
2197.75,18.0556,43.125,43.125,1085.74,1009.88,0.996095,1.0,809.51
2202.5,18.2778,43.2422,43.0547,1085.74,1009.88,0.992433,1.0,809.51
2202.25,18.3611,43.2656,43.0781,1085.74,1009.88,0.992433,1.0,809.51
2201.5,18.0556,43.1484,43.0781,1085.74,1009.88,0.992433,1.0,809.51
2202.25,18.0,43.0781,43.0781,1085.74,1009.88,1.0,1.0,806.267
2205.25,18.1389,43.2891,43.0781,1085.74,1009.88,1.01148,1.0,806.267
2204.25,18.5278,43.4766,43.0313,1085.74,1009.88,1.01001,1.0,806.267
2205.75,18.2222,43.3125,43.0313,1085.74,1009.88,1.00659,1.0,802.986
2206.5,18.1945,43.2656,43.1016,1085.74,1009.88,1.00659,1.0,802.986
2203.0,18.1111,43.3125,43.0547,1085.74,1009.88,0.996095,1.0,802.986
2209.0,18.5556,43.4297,42.9375,1085.74,1009.88,0.998537,1.0,802.986
2203.25,18.3056,43.4063,43.0781,1085.74,1009.88,0.993654,1.0,799.646
2205.75,17.9167,43.1953,42.9609,1085.74,1009.88,0.988527,1.0,799.646
2208.75,17.9167,43.125,42.9844,1085.74,1009.88,0.984865,1.0,799.646
2207.5,17.75,42.75,42.9844,1085.74,1009.88,0.989992,1.0,799.646
2210.75,17.6389,42.5859,42.9375,1085.74,1009.88,0.989992,1.0,796.365
2210.25,18.1945,42.7969,42.9844,1085.74,1009.88,0.991212,1.0,796.365
2211.75,17.8056,42.6797,42.9609,1085.74,1009.88,0.997316,1.0,796.365
2216.0,18.0833,42.7266,42.9375,1085.74,1009.88,0.996095,1.0,796.365
2210.5,17.6945,42.7031,42.9844,1082.73,1009.88,1.01001,1.0,793.064
2213.5,17.6945,42.75,42.9375,1085.74,1009.88,1.01319,1.0,793.064
2216.5,18.1111,42.7969,42.9609,1085.74,1009.88,1.0166,1.0,793.064
2211.5,17.9167,42.6797,42.9375,1085.74,1009.88,1.01319,1.0,789.763
2215.5,17.9445,42.7266,42.9141,1085.74,1009.88,1.01148,1.0,789.763
2214.25,18.3056,42.8906,42.9609,1085.74,1009.88,1.0083,1.0,789.763
2217.5,17.9167,42.8438,42.8672,1085.74,1009.88,1.01148,1.0,789.763
2216.25,17.7778,42.8672,42.8672,1082.73,1009.88,1.00659,1.0,786.482
2217.75,17.7778,42.6797,42.9375,1082.73,1009.88,0.992433,1.0,786.482
2217.25,18.1111,42.6563,42.8438,1085.74,1009.88,0.991212,1.0,786.482
2214.5,17.8889,42.6563,42.9375,1085.74,1009.88,0.993654,1.0,786.482
2216.0,17.8889,42.6563,42.8672,1085.74,1009.88,0.994875,1.0,783.221
2219.25,17.8611,42.6563,42.8203,1082.73,1009.88,0.993654,1.0,783.221
2217.5,17.75,42.6563,42.8672,1082.73,1009.88,0.994875,1.0,783.221
2219.75,17.8056,42.6094,43.0781,1085.74,1009.88,0.991212,1.0,783.221
2222.25,17.9722,42.5156,43.0078,1085.74,1009.88,0.997316,1.0,779.998
2215.75,18.2778,42.75,42.9141,1085.74,1009.88,1.0083,1.0,779.998
2224.25,18.4445,42.7969,42.75,1085.74,1009.88,1.01319,1.0,779.998
2219.5,17.9445,42.7969,42.8906,1082.73,1009.88,1.01319,1.0,779.998
2222.25,17.9722,42.6328,42.7031,1085.74,1009.88,1.01001,1.0,776.775
2223.25,17.6389,42.6094,42.7734,1085.74,1009.88,1.0083,1.0,776.775
2226.25,17.6111,42.4922,42.7734,1085.74,1009.88,1.01001,1.0,776.775
2222.5,17.8889,42.5391,42.7734,1085.74,1009.88,1.0083,1.0,773.611
2228.0,17.6111,42.3984,42.7266,1085.74,1009.88,1.0,1.0,773.611
2223.75,17.7778,42.4453,42.7734,1085.74,1009.88,0.994875,1.0,773.611
2224.0,17.8611,42.5156,42.75,1085.74,1009.88,0.992433,1.0,773.611
2225.5,17.7222,42.5391,42.7266,1085.74,1009.88,0.996095,1.0,770.467
2226.0,18.4167,42.8438,42.7266,1085.74,1009.88,1.0,1.0,770.467
2229.25,18.0556,42.6797,42.7031,1085.74,1009.88,1.00659,1.0,770.467
2228.75,17.9445,42.6797,42.6797,1085.74,1009.88,0.997316,1.0,770.467
2229.0,17.6389,42.6797,42.6563,1082.73,1009.88,1.0083,1.0,767.361
2229.25,18.1389,42.5859,42.6094,1085.74,1009.88,1.01148,1.0,767.361
2233.5,17.9445,42.5391,42.6797,1085.74,1009.88,1.01489,1.0,767.361
2227.75,17.6389,42.3516,42.75,1085.74,1009.88,1.01489,1.0,767.361
2231.5,17.6389,42.375,42.6328,1085.74,1009.88,1.01319,1.0,764.353
2231.25,17.6667,42.5391,42.7266,1085.74,1009.88,1.01319,1.0,764.353
2229.75,17.8889,42.6328,43.7109,1085.74,1009.88,1.01319,1.0,764.353
2233.0,17.8333,42.4922,44.7188,1085.74,1009.88,1.01148,1.0,764.353
2233.5,18.0556,42.6328,45.7969,1082.73,1009.88,0.992433,1.0,761.385
2232.75,19.75,43.9453,45.7031,1082.73,1009.88,0.992433,1.0,761.385
2239.0,19.75,44.9766,45.6563,1082.73,1009.88,0.998537,1.0,761.385
2237.25,19.4445,45.375,45.7734,1085.74,1009.88,1.0083,1.0,758.182
2236.25,19.75,45.5625,45.7031,1088.79,1009.88,0.997316,1.0,758.182
2238.25,19.75,45.8438,45.6797,1088.79,1009.88,0.989992,1.0,758.182
2239.25,19.5,45.8438,45.7266,1091.8,1009.88,0.982423,1.0,758.182
2238.0,19.5833,45.8906,45.6563,1091.8,1009.88,0.986085,1.0,754.978
2237.5,19.6945,46.1016,45.6563,1091.8,1009.88,0.996095,1.0,754.978
2239.25,20.0,46.1484,45.5859,1094.84,1009.88,1.01831,1.0,754.978
2241.5,19.5278,46.0781,45.5859,1094.84,1009.88,1.03003,1.0,754.978
2240.5,19.7778,46.1719,45.6094,1094.84,1009.88,1.03198,1.0,751.853
2241.5,19.6111,45.9141,45.2813,1097.89,1009.88,1.02588,1.0,751.853
2239.25,19.5556,46.0078,45.375,1097.89,1009.88,1.0083,1.0,751.853
2245.75,19.3333,46.0781,45.5391,1097.89,1009.88,0.996095,1.0,751.853
2240.5,19.0278,45.7734,45.3281,1097.89,1009.88,0.994875,1.0,748.787
2245.75,19.1667,45.6797,46.7344,1097.89,1009.88,0.989992,1.0,748.787
2246.25,19.1389,45.4922,46.6172,1100.94,1009.88,0.996095,1.0,748.787
2244.75,19.5833,45.75,46.4297,1097.93,1009.88,1.01148,1.0,748.787
2253.25,19.6111,45.9609,46.3359,1097.93,1009.88,1.01319,1.0,745.857
2242.5,19.5833,46.2656,46.4531,1097.93,1009.88,1.00513,1.0,745.857
2249.25,19.75,46.5,46.2656,1097.93,1009.88,0.993654,1.0,745.857
2249.5,20.1667,46.7344,46.2656,1100.94,1009.88,1.0,1.0,742.928
2247.0,19.8056,46.6406,46.3359,1100.94,1009.88,0.998537,1.0,742.928
2254.75,19.5278,46.8047,46.2422,1100.94,1009.88,0.998537,1.0,742.928
2251.25,19.8056,46.6172,46.3359,1103.98,1009.88,1.0166,1.0,742.928
2248.25,19.6111,46.8047,46.2891,1103.98,1009.88,1.01148,1.0,740.076
2254.75,19.5278,46.7109,46.2422,1103.98,1009.88,1.01489,1.0,740.076
2253.5,19.5,46.5938,46.2891,1100.98,1009.88,1.01001,1.0,740.076
2251.75,19.5556,46.5703,46.2656,1103.98,1009.88,1.01001,1.0,740.076
2254.5,19.8611,46.5703,46.2656,1103.98,1009.88,0.993654,1.0,737.342
2256.25,19.5278,46.4297,46.2656,1103.98,1009.88,0.994875,1.0,737.342
2250.25,19.6111,46.3594,46.2656,1103.98,1009.88,0.991212,1.0,737.342
2257.25,19.4722,46.3594,46.2188,1103.98,1009.88,0.993654,1.0,734.725
2255.75,19.9167,46.4063,46.2891,1103.98,1009.88,0.994875,1.0,734.725
2255.75,19.3056,46.3359,46.2656,1103.98,1009.88,0.997316,1.0,734.725
2258.0,19.5556,46.4531,46.2188,1103.98,1009.84,0.993654,1.0,734.725
2253.25,19.4445,46.3828,46.2656,1103.98,1009.84,0.996095,1.0,732.205
2256.0,19.0,46.0547,46.2656,1103.98,1009.84,1.01001,1.0,732.205
2257.5,18.9445,45.8438,46.2656,1103.98,1009.84,1.0083,1.0,732.205
2261.75,19.2778,45.8906,46.2422,1103.98,1009.84,1.0,1.0,732.205
2255.0,19.4445,46.0547,46.2656,1103.98,1009.84,1.00659,1.0,729.803
2262.5,19.1389,46.0313,46.2422,1103.98,1009.84,1.0083,1.0,729.803
2258.25,19.3889,46.0313,46.4766,1103.98,1009.84,1.01148,1.0,729.803
2260.0,19.4167,46.0313,46.1953,1103.98,1009.84,1.01148,1.0,729.803
2262.25,19.1945,46.0547,47.3438,1103.98,1009.84,0.997316,1.0,727.518
2261.75,19.1389,46.0781,47.3906,1103.98,1009.84,0.994875,1.0,727.518
2262.75,19.9722,46.2188,47.3438,1103.98,1009.84,0.991212,1.0,727.518
2262.25,20.1111,46.6641,49.5234,1103.98,1009.84,0.992433,1.0,727.518
2262.25,20.0278,47.0625,49.4766,1103.98,1009.84,0.994875,1.0,725.252
2267.0,21.2222,48.0938,51.6328,1103.98,1009.84,0.996095,1.0,725.252
2266.75,24.0556,50.3906,53.7891,1100.98,1009.84,0.994875,1.0,725.252
2272.5,25.25,52.2422,57.6094,1110.04,1009.84,0.987306,1.0,725.252
2276.5,25.9722,56.2031,59.8828,1119.14,1009.84,0.988527,1.0,722.732
2269.25,26.7778,57.6563,60.8906,1128.28,1009.84,0.978517,1.0,722.732
2277.0,28.1945,60.0234,61.8281,1134.34,1009.84,0.959962,1.0,722.732
2274.5,27.8334,60.9609,62.7891,1149.53,1009.84,0.962404,1.0,719.803
2275.5,28.1389,61.9922,63.1406,1158.67,1009.84,0.964845,1.0,719.803
2278.5,28.5278,62.9297,64.1016,1176.88,1009.84,0.978517,1.0,719.803
2282.25,28.9722,63.5859,64.0781,1186.02,1009.84,0.983644,1.0,719.803
2282.75,29.6389,64.4297,64.1016,1198.16,1009.84,0.986085,1.0,716.893
2282.0,29.6667,65.2031,64.0547,1210.31,1009.84,0.989992,1.0,716.893
2287.0,29.4445,65.3672,64.0313,1219.41,1009.84,0.992433,1.0,716.893
2287.5,29.9167,65.8594,64.0078,1231.56,1009.84,0.994875,1.0,716.893
2287.5,28.3889,65.25,64.0313,1240.7,1009.84,0.992433,1.0,714.1
2295.25,28.7778,64.9922,64.0313,1246.76,1009.84,0.984865,1.0,714.1
2291.0,28.4167,64.7578,63.7266,1258.91,1009.84,0.988527,1.0,714.1
2289.5,28.1667,64.5,63.7266,1261.95,1009.84,1.0,1.0,711.619
2302.5,27.8889,64.2656,63.7266,1265.0,1009.84,1.02002,1.0,711.619
2293.5,26.7222,62.9766,63.7969,1265.0,1009.84,1.02588,1.0,711.619
2297.75,27.25,62.8359,63.75,1265.0,1009.84,1.02002,1.0,711.619
2298.5,27.0556,62.5313,63.7734,1265.04,1009.84,1.03003,1.0,709.451
2309.5,26.8889,62.4609,63.3984,1268.05,1009.84,1.03003,1.0,709.451
2300.5,27.0,62.3906,63.375,1265.04,1009.84,1.03198,1.0,709.451
2307.75,26.1389,62.2734,63.3984,1265.04,1009.84,1.02588,1.0,709.451
2309.5,26.1945,62.0391,63.375,1265.04,1009.84,1.01319,1.0,707.479
2304.25,26.5,61.7813,63.4453,1261.99,1009.84,1.00342,1.0,707.479
2314.5,26.3056,61.6406,64.3828,1258.95,1009.84,1.00513,1.0,707.479
2309.0,26.5556,61.6641,66.4688,1258.95,1009.84,0.994875,1.0,707.479
2316.0,29.5278,63.4688,69.4219,1255.9,1013.91,1.00659,1.0,705.721
2321.75,29.1111,64.6172,71.2734,1261.95,1039.73,1.01319,1.0,705.721
